movie_id,tmdbId,cast,director
1013,19186,"[('Sharon/Susan McKendrick', 'Hayley Mills'), (""Margaret 'Maggie' McKendrick"", ""Maureen O'Hara""), ('Mitch Evers', 'Brian Keith')]",David Swift
1014,31102,"[('Pollyanna', 'Hayley Mills'), ('Aunt Polly', 'Jane Wyman'), ('Dr. Edmond Chilton', 'Richard Egan')]",David Swift
1015,6878,"[('Chance (voice)', 'Michael J. Fox'), ('Sassy (voice)', 'Sally Field'), ('Shadow (voice)', 'Don Ameche')]",Duwayne Dunham
1016,15944,"[('Wilson Daniels', 'Fred MacMurray'), ('Freeda Daniels', 'Jean Hagen'), ('Wilby Daniels', 'Tommy Kirk')]",Charles Barton
1017,18444,"[('Father', 'John Mills'), ('Mother', 'Dorothy McGuire'), ('Fritz', 'James MacArthur')]",Ken Annakin
1018,20723,"[('Patti Randall', 'Hayley Mills'), ('Zeke Kelso', 'Dean Jones'), ('Ingrid Randall', 'Dorothy Provine')]",Robert Stevenson
1019,173,"[('Ned Land', 'Kirk Douglas'), ('Captain Nemo', 'James Mason'), ('Prof. Pierre Arronax', 'Paul Lukas')]",Richard Fleischer
1020,864,"[('Derice Bannock', 'Leon Robinson'), ('Sanka Coffie', 'Doug E. Doug'), ('Junior Bevil', 'Rawle D. Lewis')]",Jon Turteltaub
1021,24795,"[('George Knox', 'Danny Glover'), ('Maggie Nelson', 'Brenda Fricker'), ('Roger Bomman', 'Joseph Gordon-Levitt')]",William Dear
1022,11224,"[('Cinderella (voice)', 'Ilene Woods'), ('Lady Tremaine (voice)', 'Eleanor Audley'), ('Anastasia (voice)', 'Lucille Bliss')]",Clyde Geronimi
1023,81310,"[('Winnie the Pooh', 'Sterling Holloway'), ('Piglet', 'John Fiedler'), ('Tigger', 'Paul Winchell')]",Wolfgang Reitherman
1024,15947,"[('Professor Holloway (voice)', 'Sterling Holloway'), ('Donald Duck (voice)', 'Clarence Nash'), ('Panchito (voice)', 'Joaquin Garay')]",William Roberts
1025,9078,"[('The Narrator/Sir Ector (voice)', 'Sebastian Cabot'), ('Merlin (voice)', 'Karl Swenson'), ('Archimedes the Owl (voice)', 'Junius Matthews')]",Wolfgang Reitherman
1026,29682,"[(""Jeremiah 'Jerry' Kincaid"", 'Bobby Driscoll'), ('Tildy', 'Luana Patten'), ('Granny Kincaid', 'Beulah Bondi')]",Harold D. Schuster
1027,8367,"[('Robin Hood', 'Kevin Costner'), ('Azeem', 'Morgan Freeman'), ('Will Scarlett', 'Christian Slater')]",Kevin Reynolds
1028,433,"[('Mary Poppins', 'Julie Andrews'), ('Bert/Mr. Dawes, Sr.', 'Dick Van Dyke'), ('Mr. George W. Banks', 'David Tomlinson')]",Robert Stevenson
1029,11360,"[('Mr. Stork (voice)', 'Sterling Holloway'), ('The Ringmaster (voice)', 'Herman Bing'), ('Narrator (voice)', 'John McLeish')]",Samuel Armstrong
1030,11114,"[('Pete', 'Sean Marshall'), ('Nora', 'Helen Reddy'), ('Lampie', 'Mickey Rooney')]",Don Chaffey
1031,12335,"[('Miss Price', 'Angela Lansbury'), ('Emelius', 'David Tomlinson'), ('Mr. Jelk', 'Roddy McDowall')]",Robert Stevenson
1032,12092,"[('Alice (voice)', 'Kathryn Beaumont'), ('Queen of Hearts (voice)', 'Verna Felton'), ('Mad Hatter (voice)', 'Ed Wynn')]",Hamilton Luske
1033,10948,"[('Tod (voice)', 'Mickey Rooney'), ('Copper (voice)', 'Kurt Russell'), ('Big Mama (voice)', 'Pearl Bailey')]",Ted Berman
1034,11229,"[('Bob Wolverton', 'Kiefer Sutherland'), ('Vanessa Lutz', 'Reese Witherspoon'), ('Detective Mike Breer', 'Wolfgang Bodison')]",Matthew Bright
1035,15121,"[('Maria', 'Julie Andrews'), ('Captain Von Trapp', 'Christopher Plummer'), ('The Baroness', 'Eleanor Parker')]",Robert Wise
1036,562,"[('John McClane', 'Bruce Willis'), ('Hans Gruber', 'Alan Rickman'), ('Karl', 'Alexander Godunov')]",John McTiernan
1037,10163,"[('Jobe Smith', 'Jeff Fahey'), ('Dr. Lawrence Angelo', 'Pierce Brosnan'), ('Marnie Burke', 'Jenny Wright')]",Brett Leonard
1038,48862,"[(""Mildred 'Millie' Hawks"", 'Gena Rowlands'), ('Monica Warren', 'Marisa Tomei'), ('Big Tommy Bellaveau', 'Gérard Depardieu')]",Nick Cassavetes
1039,117036,[],Iara Lee
1040,47199,"[('Verloe', 'Bob Hoskins'), ('Winnie', 'Patricia Arquette'), ('Chief Inspector Heat', 'Jim Broadbent')]",Christopher Hampton
1041,11159,"[('Maurice Purley', 'Timothy Spall'), ('Cynthia Rose Purley', 'Brenda Blethyn'), ('Hortense Cumberbatch', 'Marianne Jean-Baptiste')]",Mike Leigh
1042,9591,"[('Guy Patterson', 'Tom Everett Scott'), ('Jimmy Mattingly', 'Johnathon Schaech'), ('Mr. White', 'Tom Hanks')]",Tom Hanks
1043,30500,"[('David Lewis', 'Peter Gallagher'), ('Gillian Lewis', 'Michelle Pfeiffer'), ('Rachel Lewis', 'Claire Danes')]",Michael Pressman
1044,41843,"[('Pablo Picasso', 'Anthony Hopkins'), ('Françoise Gilot', 'Natascha McElhone'), ('Dora Maar', 'Julianne Moore')]",James Ivory
1045,55058,"[('Gina Malacici', 'Angelina Jolie'), ('Sadie Capomezzo', 'Lainie Kazan'), ('Piero Malacici', 'Paul Sorvino')]",Joseph Bologna
1046,10938,"[('Sandra Gangel', 'Linda Henry'), ('Jamie Gangel', 'Glen Berry'), ('Ste Pearce', 'Scott Neal')]",Hettie MacDonald
1047,11412,"[('Samantha Caine / Charly Baltimore', 'Geena Davis'), ('Mitch Henessey', 'Samuel L. Jackson'), ('Caitlin Caine', 'Yvonne Zima')]",Renny Harlin
1049,10586,"[('Charles Remington', 'Michael Douglas'), ('Col. John Henry Patterson', 'Val Kilmer'), ('Robert Beaumont', 'Tom Wilkinson')]",Stephen Hopkins
1050,42314,"[('Himself/Richard III', 'Al Pacino'), ('Herself/Lady Anne', 'Winona Ryder'), ('Himself/Earl of Buckingham', 'Kevin Spacey')]",Al Pacino
1051,27845,"[('Tommy', 'Steve Buscemi'), ('Debbie', 'Chloë Sevigny'), ('Connie', 'Carol Kane')]",Steve Buscemi
1052,108365,"[('Adrienne Mark', 'Jeanne Moreau'), ('Virginia Kelly', 'Sean Young'), ('Harry Bancroft', 'Sam Waterston')]",Ismail Merchant
1053,23223,"[('Pam Anderson', 'Ashley Judd'), ('Chris Anderson', 'Luke Perry'), ('Agent Parker', 'Bruce A. Young')]",John McNaughton
1054,49471,"[('Jeremiah', 'Ossie Davis'), ('George', 'Charles S. Dutton'), ('Flip', 'Andre Braugher')]",Spike Lee
1055,38153,"[('Bobby Bishop', 'Charlie Sheen'), ('Jacob Conrad', 'Donald Sutherland'), ('Amanda Givens', 'Linda Hamilton')]",George P. Cosmatos
1056,25147,"[('Sue Bridehead', 'Kate Winslet'), ('Jude Fawley', 'Christopher Eccleston'), ('Phillotson', 'Liam Cunningham')]",Michael Winterbottom
1057,9716,"[('Skylar Dandridge', 'Drew Barrymore'), ('Nanny', 'Diva Gray'), (""Djuna 'D.J.' Berlin"", 'Natasha Lyonne')]",Woody Allen
1058,43777,"[('Gustavo', 'René Lavan'), ('Yolanda', 'Mayte Vilán'), ('Dr tomas valdez', 'Miguel Gutierrez')]",Leon Ichaso
1059,454,"[('Romeo', 'Leonardo DiCaprio'), ('Juliet', 'Claire Danes'), ('Tybalt', 'John Leguizamo')]",Baz Luhrmann
1060,10218,"[('Mike Peters.', 'Jon Favreau'), ('Trent Walker.', 'Vince Vaughn'), ('Rob', 'Ron Livingston')]",Doug Liman
1061,819,"[('Father Bobby', 'Robert De Niro'), ('Michael Sullivan', 'Brad Pitt'), ('Sean Nokes', 'Kevin Bacon')]",Barry Levinson
1062,38191,"[('Dr. Michael Reynolds', 'Woody Harrelson'), ('Navajo Woman', 'Talisa Soto'), ('Dr. Renata Baumbauer', 'Anne Bancroft')]",Michael Cimino
1063,56830,"[('John', 'David Arquette'), ('Donner', 'Lukas Haas'), ('Danny Cohen', 'John C. McGinley')]",Scott Silver
1064,11238,"[('Aladdin (voice)', 'Scott Weinger'), ('Jasmine (voice)', 'Linda Larkin'), ('Genie (voice)', 'Robin Williams')]",Tad Stones
1065,27256,"[('Agnes / Madame Astra / Parrot (voice)', 'Jean Kent'), ('R.W. (Bob) Baker', 'Dirk Bogarde'), ('Michael Murray', 'John McCallum')]",Anthony Asquith
1066,31530,"[('Pete ""Petrov"" Peters', 'Fred Astaire'), ('Linda Keene', 'Ginger Rogers'), ('Jeffrey Baird', 'Edward Everett Horton')]",Mark Sandrich
1067,66473,"[('Jerry Halliday', 'Fred Astaire'), ('George', 'George Burns'), ('Gracie', 'Gracie Allen')]",George Stevens
1068,28120,"[('Finlay', 'Robert Young'), ('Keeley', 'Robert Mitchum'), ('Montgomery', 'Robert Ryan')]",Edward Dmytryk
1069,1834,"[('Philip Marlowe', 'Dick Powell'), ('Helen Grayle/Velma Valento', 'Claire Trevor'), ('Ann Grayle', 'Anne Shirley')]",Edward Dmytryk
1070,26282,"[('Nick Cochran', 'Robert Mitchum'), ('Julie Benson', 'Jane Russell'), ('Lawrence C. Trumble', 'William Bendix')]",Josef von Sternberg
1071,37218,"[('Lachlan', 'Russell Crowe'), ('Lill', 'Christianne Hirt'), ('Betsy', 'Wanda Cannon')]",Aaron Kim Johnston
1073,252,"[('Willy Wonka', 'Gene Wilder'), ('Grandpa Joe', 'Jack Albertson'), ('Charlie Bucket', 'Peter Ostrum')]",Mel Stuart
1075,116356,"[('Jan Bucquoy', 'Jean-Henri Compère'), ('Jan Bucquoy as a child', 'Noe Francq'), ('Noella Bucquoy (mother)', 'Isabelle Legros')]",Jan Bucquoy
1076,16372,"[('Miss Giddens', 'Deborah Kerr'), ('Peter Quint', 'Peter Wyngarde'), ('Mrs. Grose', 'Megs Jenkins')]",Jack Clayton
1077,11561,"[('Miles Monroe', 'Woody Allen'), ('Luna Schlosser', 'Diane Keaton'), ('Erno Windt', 'John Beck')]",Woody Allen
1078,11302,"[('Fielding Mellish', 'Woody Allen'), ('Nancy', 'Louise Lasser'), ('General Emilio M. Vargas', 'Carlos Montalbán')]",Woody Allen
1079,623,"[('Archie Leach', 'John Cleese'), ('Wanda Gershwitz', 'Jamie Lee Curtis'), ('Otto', 'Kevin Kline')]",Charles Crichton
1080,583,"[('Brian Cohen', 'Graham Chapman'), ('Arthur', 'John Cleese'), ('Crucifee', 'Terry Gilliam')]",Terry Jones
1081,12614,"[('Victoria Grant / Count Victor Grezhinski', 'Julie Andrews'), ('King Marchand', 'James Garner'), (""Carroll 'Toddy' Todd"", 'Robert Preston')]",Blake Edwards
1082,21711,"[('Bill McKay', 'Robert Redford'), ('Marvin Lucas', 'Peter Boyle'), ('John J. McKay', 'Melvyn Douglas')]",Michael Ritchie
1083,11575,"[('Prof. Fate', 'Jack Lemmon'), ('The Great Leslie', 'Tony Curtis'), ('Maggie Dubois', 'Natalie Wood')]",Blake Edwards
1084,475,"[('Clyde Barrow', 'Warren Beatty'), ('Bonnie Parker', 'Faye Dunaway'), ('C.W. Moss', 'Michael J. Pollard')]",Arthur Penn
1085,11331,"[('The Old Man', 'Spencer Tracy'), ('The Boy', 'Felipe Pazos'), ('Martin', 'Harry Bellaver')]",John Sturges
1086,521,"[('Tony Wendice', 'Ray Milland'), ('Margot Mary Wendice', 'Grace Kelly'), ('Mark Halliday', 'Robert Cummings')]",Alfred Hitchcock
1087,21202,"[('Cio-Cio-San', 'Ying Huang')]",Frédéric Mitterrand
1088,88,"[('Baby (Frances) Houseman', 'Jennifer Grey'), ('Johnny Castle', 'Patrick Swayze'), ('Dr. Jake Houseman', 'Jerry Orbach')]",Emile Ardolino
1089,500,"[('Mr. White/Larry Dimmick', 'Harvey Keitel'), ('Mr. Orange/Freddy Newandyke', 'Tim Roth'), ('Mr. Blonde/Vic Vega', 'Michael Madsen')]",Quentin Tarantino
1090,792,"[('Staff Sergeant Bob Barnes', 'Tom Berenger'), ('Private First Class Chris Taylor', 'Charlie Sheen'), ('Sergeant Elias Grodin', 'Willem Dafoe')]",Oliver Stone
1091,8491,"[('Larry Wilson', 'Andrew McCarthy'), ('Richard Parker', 'Jonathan Silverman'), ('Gwen Saunders', 'Catherine Mary Stewart')]",Ted Kotcheff
1092,402,"[('Det. Nick Curran', 'Michael Douglas'), ('Catherine Tramell', 'Sharon Stone'), ('Gus Moran', 'George Dzundza')]",Paul Verhoeven
1093,10537,"[('Jim Morrison', 'Val Kilmer'), ('Pamela Courson', 'Meg Ryan'), ('Ray Manzarek', 'Kyle MacLachlan')]",Oliver Stone
1094,11386,"[('Fergus', 'Stephen Rea'), ('Dil', 'Jaye Davidson'), ('Jude', 'Miranda Richardson')]",Neil Jordan
1095,9504,"[('Ricky Roma', 'Al Pacino'), ('Shelley Levene', 'Jack Lemmon'), ('Blake', 'Alec Baldwin')]",James Foley
1096,15764,"[('Sophie Zawistowski', 'Meryl Streep'), ('Nathan Landau', 'Kevin Kline'), ('Stingo', 'Peter MacNicol')]",Alan J. Pakula
1097,601,"[('Elliott', 'Henry Thomas'), ('Gertie', 'Drew Barrymore'), ('Michael', 'Robert MacNaughton')]",Steven Spielberg
1098,67365,"[('Les', 'Holt McCallany'), ('Joe Head', 'Michael Badalucco'), ('Junior', 'Nicholas Turturro')]",Sam Henry Kass
1099,25842,"[('Ebenezer Scrooge', 'Reginald Owen'), ('Bob Cratchit', 'Gene Lockhart'), ('Mrs. Cratchit', 'Kathleen Lockhart')]",Edwin L. Marin
1100,2119,"[('Cole Trickle', 'Tom Cruise'), ('Harry Hogge', 'Robert Duvall'), ('Dr. Claire Lewicki', 'Nicole Kidman')]",Tony Scott
1101,744,"[(""Pete 'Maverick' Mitchell"", 'Tom Cruise'), (""Charlotte 'Charlie' Blackwood"", 'Kelly McGillis'), (""Tom 'Iceman' Kazanski"", 'Val Kilmer')]",Tony Scott
1102,136311,"[('Johnny', 'Luke Perry'), ('Martin', 'Eric Roberts'), ('Patty Mae', 'Jennifer Tilly')]",Michael Covert
1103,221,"[('Jim Stark', 'James Dean'), ('Judy', 'Natalie Wood'), (""John 'Plato' Crawford"", 'Sal Mineo')]",Nicholas Ray
1104,702,"[('Blanche DuBois', 'Vivien Leigh'), ('Stanley Kowalski', 'Marlon Brando'), ('Stella Kowalski', 'Kim Hunter')]",Elia Kazan
1105,25750,"[('Grace Rhodes', 'Naomi Watts'), ('Margaret Rhodes', 'Jamie Renée Smith'), ('June Rhodes', 'Karen Black')]",Greg Spence
1106,17642,"[('Narrator', 'John Gielgud')]",Hugo Van Lawick
1107,-1,[],
1108,-1,[],
1109,427043,"[('Daniil Juvacev', 'Johannes Silberschneider'), ('', 'Wolfgang Hübsch'), ('', 'Ela Piplits')]",Michael Kreihsl
1110,146341,"[('Nick Milev', 'Boyan Milushev'), ('Kily Griffith', 'Jennifer Tilly'), ('Eric Parker', 'Robert Carradine')]",Temístocles López
1111,9305,"[('Récitant / Narrator (French version) (voice)', 'Jacques Perrin'), ('Narrator (English version) (voice)', 'Kristin Scott Thomas')]",Claude Nuridsany
1112,37616,"[('Sid Dunleavy', 'William Forsythe'), ('Russell Pataki', 'Vincent Gallo'), ('Jerry', 'Adam Trese')]",Alan Taylor
1113,11112,"[('Laurel Ayres', 'Whoopi Goldberg'), ('Sally Dugan', 'Dianne Wiest'), ('Donald Fallon', 'Eli Wallach')]",Donald Petrie
1114,21612,"[('Ray Tempio', 'Christopher Walken'), ('Chez Tempio', 'Chris Penn'), ('Jean', 'Annabella Sciorra')]",Abel Ferrara
1115,141210,"[('Rachel', 'Josh Feldman'), ('Eric', 'Gus Kamp'), ('Rachel', 'Carolyn Jania')]",Chris Cullari
1116,102461,"[('Valérie Sergent', 'Virginie Ledoyen'), ('Rémi', 'Benoît Magimel'), (""Valérie's mother"", 'Dominique Valadié')]",Benoît Jacquot
1117,36998,"[('Julie', 'Miou-Miou'), ('Harry', 'Daniel Auteuil'), ('Georges', 'Pascal Duquenne')]",Jaco Van Dormael
1118,200383,"[('Sean McLennon', 'James Caan'), ('Hudson Saanteek', 'Christopher Lambert'), ('Sarah', 'Catherine McCormack')]",Nils Gaup
1119,116844,"[('Jim', 'Richard Lewis'), ('Shelley', 'Amanda Plummer'), ('Louis', 'Spalding Gray')]",Peter Cohn
1120,1630,"[('Larry Flynt', 'Woody Harrelson'), ('Althea Leasure', 'Courtney Love'), ('Alan Isaacman', 'Edward Norton')]",Miloš Forman
1121,26626,"[('Jack', 'Ben Affleck'), ('Chelsea', 'Alyssa Milano'), ('Rob', 'Sam Rockwell')]",Rich Wilkes
1122,-1,[],
1123,124837,"[('Himself', 'Oliver North'), ('', 'Mark Goodin'), ('', 'Bill Clinton')]",R. J. Cutler
1124,11816,"[('Ethel Thayer', 'Katharine Hepburn'), ('Norman Thayer Jr.', 'Henry Fonda'), ('Chelsea Thayer Wayne', 'Jane Fonda')]",Mark Rydell
1125,11843,"[('Jacques Clouseau', 'Peter Sellers'), ('Sir Charles Litton', 'Christopher Plummer'), ('Charles Dreyfus', 'Herbert Lom')]",Blake Edwards
1126,10379,"[(""Elizabeth 'Lizzie' Cronin"", 'Phoebe Cates'), ('Drop Dead Fred', 'Rik Mayall'), ('Polly Cronin', 'Marsha Mason')]",Ate de Jong
1127,2756,"[(""Virgil 'Bud' Brigman"", 'Ed Harris'), ('Lindsey Brigman', 'Mary Elizabeth Mastrantonio'), ('Lieutenant Hiram Coffey', 'Michael Biehn')]",James Cameron
1128,790,"[('Stevie Wayne', 'Adrienne Barbeau'), ('Elizabeth Solley', 'Jamie Lee Curtis'), ('Kathy Williams', 'Janet Leigh')]",John Carpenter
1129,1103,"[('Snake Plissken', 'Kurt Russell'), ('Police Commissioner Bob Hauk', 'Lee Van Cleef'), ('Cabbie', 'Ernest Borgnine')]",John Carpenter
1130,11298,"[('Dr. George Waggner', 'Patrick Macnee'), ('Chris', 'Dennis Dugan'), (""R. William 'Bill' Neill"", 'Christopher Stone')]",Joe Dante
1131,4480,"[('Cesar Soubeyran', 'Yves Montand'), ('Jean de Florette', 'Gérard Depardieu'), ('Ugolin', 'Daniel Auteuil')]",Claude Berri
1132,4481,"[('Cesar Soubeyran', 'Yves Montand'), ('Manon', 'Emmanuelle Béart'), ('Ugolin', 'Daniel Auteuil')]",Claude Berri
1133,-1,[],
1134,49688,"[('Johnny', 'Armando Araiza'), ('Gloria', 'Patricia Rivera'), ('Freddy', 'Willy Semler')]",Gustavo Graef-Marino
1135,10765,"[('Pvt. Judy Benjamin - Judy Goodman', 'Goldie Hawn'), ('Capt. Doreen Lewis', 'Eileen Brennan'), ('Henri Alan Tremont', 'Armand Assante')]",Howard Zieff
1136,762,"[('King Arthur / Voice of God / Middle Head / Hiccoughing Guard', 'Graham Chapman'), ('Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Lancelot the Brave / Taunting French Guard / Tim the Enchanter', 'John Cleese'), ('Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorrilla Hand', 'Terry Gilliam')]",Terry Gilliam
1137,44497,"[(""Montgomery 'Monti' Ward"", 'Tony Ward'), ('Jürgen Anger', 'Bruce LaBruce'), ('Eigil Vesti', 'Kevin P. Scott')]",Bruce LaBruce
1138,85588,[],Russ Hexter
1139,278621,"[('Victoria', 'Monica Bell'), ('Sarah', 'Carol Schneider'), ('Josie', 'Ellen McLaughlin')]",Sharon Pollack
1140,99479,"[('Dorothy Day', 'Moira Kelly'), ('Peter Maurin', 'Martin Sheen'), ('Forster Batterham', 'Lenny Von Dohlen')]",Michael Ray Rhodes
1141,-1,[],
1142,-1,[],
1143,55049,"[('Mateo Strano', 'Marcello Mastroianni'), ('Maria Gabri - Colosso', 'Anna Galiena'), ('Maria', 'Marisa Paredes')]",Raúl Ruiz
1144,124829,[],Susan W. Dryfoos
1145,79306,"[('Narrator (voice)', 'Warren Miller')]",
1146,356054,"[('', 'Callum Keith Rennie'), ('', 'Maurice Dean Wint'), ('', 'Hugh Dillon')]",John L'Ecuyer
1147,10548,"[('Himself', 'Muhammad Ali'), ('Himself', 'George Foreman'), ('Himself', 'Don King')]",Leon Gast
1148,531,"[('Wallace', 'Peter Sallis')]",Nick Park
1149,104931,"[('', 'Jean-Luc Godard')]",Jean-Luc Godard
1150,4483,"[('Arnaud de Tihl', 'Gérard Depardieu'), ('Uncle Pierre Guerre', 'Maurice Barrier'), ('Martin Guerre', 'Bernard-Pierre Donnadieu')]",Daniel Vigne
1151,18919,"[('Faust', 'Petr Čepek'), ('', 'Jan Kraus'), ('', 'Jiří Suchý')]",Jan Švankmajer
1152,31556,"[('Roy Martin / Roy Morgan', 'Richard Basehart'), ('Police Sgt. Marty Brennan', 'Scott Brady'), ('Police Captain Breen', 'Roy Roberts')]",Anthony Mann
1153,26167,"[('Joseph Emmett (Joe) Sullivan', ""Dennis O'Keefe""), ('Pat Cameron', 'Claire Trevor'), ('Ann Martin', 'Marsha Hunt')]",Anthony Mann
1154,26174,"[(""Dennis O'Brien / Vannie Harrigan"", ""Dennis O'Keefe""), ('Evangeline', 'Mary Meade'), ('Tony Genaro / Tony Galvani', 'Alfred Ryder')]",Anthony Mann
1155,-1,[],
1156,61461,"[('Andrea', 'Emilio Cigoli'), ('Nina', 'Isa Pola'), ('Pricò', 'Luciano De Ambrosis')]",Vittorio De Sica
1157,117500,"[('Gertrude', 'Michèle Morgan'), ('Pastor John Martens', 'Pierre Blanchar'), ('Amelia Martens - his wife', 'Line Noro')]",Jean Delannoy
1158,218713,"[('George', 'George Burns'), ('Gracie Allen', 'Gracie Allen'), ('Harrison Allen', 'George Barbier')]",Norman Z. McLeod
1159,217802,"[('George', 'George Burns'), ('Gracie Downey', 'Gracie Allen'), ('Larry Deane', 'Joe Morrison')]",Elliott Nugent
1160,127973,"[('J. Pinkham Whinney', 'Charles Ruggles'), ('Flora Whinney', 'Mary Boland'), ('Sheriff John Hoxley', 'W.C. Fields')]",Leo McCarey
1161,659,"[('Alfred Matzerath', 'Mario Adorf'), ('Agnes Matzerath', 'Angela Winkler'), ('Oskar Matzerath', 'David Bennent')]",Volker Schlöndorff
1162,30892,"[('Jack Arnold Alexander Tancred Gurney - 14th Earl of Gurney', ""Peter O'Toole""), ('Bishop Bertie Lampton', 'Alastair Sim'), ('Daniel Tucker', 'Arthur Lowe')]",Peter Medak
1163,86369,"[('Mina Tannenbaum', 'Romane Bohringer'), ('Ethel Benegui', 'Elsa Zylberstein')]",Martine Dugowson
1164,8074,"[('Monsieur Gérard', 'Joseph Gehrard'), ('Juliette Jeanson', 'Marina Vlady'), ('Marianne', 'Anny Duperey')]",Jean-Luc Godard
1165,124676,[],Nina Menkes
1166,-1,[],
1167,38554,"[('Tom Turner', 'Greg Kinnear'), ('Rebecca Frazen', 'Laurie Metcalf'), ('Gloria McKinney', 'Maria Pitillo')]",Garry Marshall
1168,49763,"[('Janet', 'Mariel Hemingway'), ('Uncle Ted', 'Michael Paré'), ('Brett', 'Mason Gamble')]",Eric Red
1169,41326,"[('Himself', 'Jesse Jackson'), ('Himself', 'Juan Munoz'), ('Himself', 'Ray Rogers')]",Barbara Kopple
1170,36555,"[('Tommy Lee', 'Phillip Rhee'), ('Sheriff Jack Banning', 'Christopher McDonald'), ('Margo Preston', 'Gina Gershon')]",Phillip Rhee
1171,10608,"[('Bob Roberts', 'Tim Robbins'), ('Bugs Raplin', 'Giancarlo Esposito'), ('Lukas Hart III', 'Alan Rickman')]",Tim Robbins
1172,11216,"[('Alfredo', 'Philippe Noiret'), ('Salvatore adulto', 'Jacques Perrin'), ('Salvatore adolescente', 'Marco Leonardi')]",Giuseppe Tornatore
1173,7452,"[('Richard Borst', 'Richard Bohringer'), ('Albert Spica', 'Michael Gambon'), ('Georgina Spica', 'Helen Mirren')]",Peter Greenaway
1174,64567,"[('Michel Blanc / Patrick Olivier', 'Michel Blanc'), ('lui-même', 'Philippe Noiret'), ('elle-même', 'Marie-Anne Chazel')]",Michel Blanc
1175,892,"[('Louison', 'Dominique Pinon'), ('Julie Clapet', 'Marie-Laure Dougnac'), ('Clapet (the butcher)', 'Jean-Claude Dreyfus')]",Jean-Pierre Jeunet
1176,1600,"[('Weronika/Véronique', 'Irène Jacob'), ('La Tante', 'Halina Gryglaszewska'), ('Alexandre Fabbri', 'Philippe Volter')]",Krzysztof Kieślowski
1177,26561,"[('Lottie Wilkins', 'Josie Lawrence'), ('Rose Arbuthnot', 'Miranda Richardson'), ('Mrs. Fisher', 'Joan Plowright')]",Mike Newell
1178,975,"[('Col. Dax', 'Kirk Douglas'), ('Cpl. Philippe Paris', 'Ralph Meeker'), ('Gen. George Broulard', 'Adolphe Menjou')]",Stanley Kubrick
1179,18129,"[('Lilly Dillon', 'Anjelica Huston'), ('Roy Dillon', 'John Cusack'), ('Myra Langtry', 'Annette Bening')]",Stephen Frears
1180,54405,"[('Josef Locke', 'Ned Beatty'), (""Micky O'Neill"", 'Adrian Dunbar'), ('Nancy Doyle', 'Tara Fitzgerald')]",Peter Chelsom
1181,150823,"[('Michael Atherton', 'Michael Dudikoff'), ('Kyle Tapert', 'Randy Travis'), ('Wendy', 'Valerie Wildman')]",Fred Olen Ray
1183,409,"[('Count László de Almásy', 'Ralph Fiennes'), ('Hana', 'Juliette Binoche'), ('David Caravaggio', 'Willem Dafoe')]",Anthony Minghella
1184,38251,"[('Sergente Nicola Lo Russo', 'Diego Abatantuono'), ('Tenente Raffaele Montini', 'Claudio Bigagli'), ('Attendente Antonio Farina', 'Giuseppe Cederna')]",Gabriele Salvatores
1185,10161,"[('Christy Brown', 'Daniel Day-Lewis'), ('Mrs. Brown', 'Brenda Fricker'), ('Sheila', 'Alison Whelan')]",Jim Sheridan
1186,1412,"[('Ann Bishop Mullany', 'Andie MacDowell'), ('John Mullany', 'Peter Gallagher'), ('Graham Dalton', 'James Spader')]",Steven Soderbergh
1187,41768,"[('May-Alice Culhane', 'Mary McDonnell'), ('Chantelle', 'Alfre Woodard'), ('Nurse Quick', 'Lenore Banks')]",John Sayles
1188,10409,"[('Scott Hastings', 'Paul Mercurio'), ('Fran', 'Tara Morice'), ('Barry Fife', 'Bill Hunter')]",Baz Luhrmann
1189,14285,"[('Himself', 'Randall Adams'), ('Himself', 'David Harris'), ('Himself (Homicide Detective in Dallas)', 'Gus Rose')]",Errol Morris
1190,2469,"[('Marina Osorio', 'Victoria Abril'), ('Ricky', 'Antonio Banderas'), ('Lola', 'Loles León')]",Pedro Almodóvar
1191,10174,"[('herself', 'Madonna'), ('Himself', 'Al Pacino'), ('Himself', 'Kevin Costner')]",Alek Keshishian
1192,31225,"[('Herself', 'Dorian Corey'), ('Herself', 'Pepper LaBeija'), ('Himself', 'Willi Ninja')]",Jennie Livingston
1193,510,"[('Randle Patrick McMurphy', 'Jack Nicholson'), ('Nurse Mildred Ratched', 'Louise Fletcher'), ('Martini', 'Danny DeVito')]",Miloš Forman
1194,11455,"[('Pedro De Pacas', 'Cheech Marin'), (""Anthony 'Man' Stoner"", 'Tommy Chong'), ('Arnold Stoner', 'Strother Martin')]",Lou Adler
1196,1891,"[('Luke Skywalker', 'Mark Hamill'), ('Han Solo', 'Harrison Ford'), ('Princess Leia', 'Carrie Fisher')]",Irvin Kershner
1197,2493,"[('Westley', 'Cary Elwes'), ('The Princess Bride', 'Robin Wright'), ('Inigo Montoya', 'Mandy Patinkin')]",Rob Reiner
1198,85,"[('Indy', 'Harrison Ford'), ('Marion Ravenwood', 'Karen Allen'), ('Dr. René Belloq', 'Paul Freeman')]",Steven Spielberg
