movie_id,title,director,actors,synopsis,genres,poster,year
1248,Touch of Evil,Orson Welles,"[('Ramon Miguel Vargas', 'Charlton Heston'), (""Susan 'Susie' Vargas"", 'Janet Leigh'), ('Police Captain Hank Quinlan', 'Orson Welles')]","Stark, perverse story of murder, kidnapping, and police corruption in Mexican border town.","['Crime', 'Film-Noir', 'Thriller']",/4fkBpBB461nZhee5vb8uVsiBAQM.jpg,1958
1249,Nikita (La Femme Nikita),Luc Besson,"[('Nikita', 'Anne Parillaud'), ('Rico', 'Marc Duret'), ('Coyotte', 'Patrick Fontana')]","A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance - as a secret political assassin controlled by the government.",['Thriller'],/mjSe0ehEPaSRMFYF9qVFGpk9ubM.jpg,1990
1250,"Bridge on the River Kwai, The",David Lean,"[('Cmdr. Shears', 'William Holden'), ('Col. Nicholson', 'Alec Guinness'), ('Maj. Warden', 'Jack Hawkins')]","The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.","['Drama', 'War']",/vtPR6tSHeu35rF6qTDw3Yjr9eDg.jpg,1957
1251,8 1/2,Federico Fellini,"[('Guido Anselmi', 'Marcello Mastroianni'), ('Claudia', 'Claudia Cardinale'), ('Luisa Anselmi', 'Anouk Aimée')]",With 8 ½ Frederico Fellini leaves a self-portrait where dreams and reality are a mix. With help from a most excellent cast and unique scenery this self reflecting film is one of his master works.,['Drama'],/5pQlc8dp5dXzWg1yM70DZrsDpOl.jpg,1963
1252,Chinatown,Roman Polanski,"[('Jake Gittes', 'Jack Nicholson'), ('Evelyn Cross Mulwray', 'Faye Dunaway'), ('Noah Cross', 'John Huston')]","Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","['Film-Noir', 'Mystery', 'Thriller']",/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg,1974
1253,"Day the Earth Stood Still, The",Robert Wise,"[('Klaatu, alias Mr. Carpenter', 'Michael Rennie'), ('Helen Benson', 'Patricia Neal'), ('Bobby Benson', 'Billy Gray')]",An alien and a robot land on earth after World War II and tell mankind to be peaceful or face destruction. A classic science fiction film from Robert Wise with an exceptional message.,"['Drama', 'Sci-Fi']",/tyujnQl6topN3O9lPnGMpzGsYQM.jpg,1951
1254,"Treasure of the Sierra Madre, The",John Huston,"[('Fred C. Dobbs', 'Humphrey Bogart'), ('Howard', 'Walter Huston'), ('Bob Curtin', 'Tim Holt')]","Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.",['Adventure'],/e3lYTRwiDVPQv07xKldwlLAXikN.jpg,1948
1255,Bad Taste,Peter Jackson,"[('Ozzy', 'Terry Potter'), ('Barry', ""Pete O'Herne""), ('Giles', 'Craig Smith')]","A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the country's Astro-Investigation and Defense Service is called in to deal with the problem. Things are complicated due to Giles, an aid worker who comes to Kaihoro the same day to collect change from the residents. He is captured by the aliens, and AIaDS stages a rescue mission that quickly becomes an all-out assault on the aliens' headquarters.","['Comedy', 'Horror']",/wopLobnRKqvxA4yycQIvquMx1yn.jpg,1987
1256,Duck Soup,Leo McCarey,"[('Rufus T. Firefly', 'Groucho Marx'), ('Pinky', 'Harpo Marx'), ('Chicolini', 'Chico Marx')]",Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,"['Comedy', 'War']",/jy4DJN8pKmEz4UNjCGiFaJuMfDJ.jpg,1933
1257,Better Off Dead...,Savage Steve Holland,"[('Lane Meyer', 'John Cusack'), ('Al Meyer', 'David Ogden Stiers'), ('Jenny Meyer', 'Kim Darby')]","Lane Meyer is obsessed with his girlfriend Beth and is crushed when she falls for the new captain of the ski team, Roy. After several failed suicide attempts, narrow escapes from the relentless paper boy, and nearly unbearable dinners at home with his crazy family, Lane finds a new love in French exchange student Monique Junot. Meanwhile, he must beat Roy on the slopes to regain his honor.",['Comedy'],/wNzTq6J7hZskFIAeVAi5xZX8Dye.jpg,1985
1258,"Shining, The",Stanley Kubrick,"[('Jack Torrance', 'Jack Nicholson'), ('Wendy Torrance', 'Shelley Duvall'), ('Danny Torrance', 'Danny Lloyd')]","Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",['Horror'],/9fgh3Ns1iRzlQNYuJyK0ARQZU7w.jpg,1980
1259,Stand by Me,Rob Reiner,"[('Gordie Lachance', 'Wil Wheaton'), ('Chris Chambers', 'River Phoenix'), ('Teddy Duchamp', 'Corey Feldman')]","After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.","['Adventure', 'Comedy', 'Drama']",/kedC0y75jdzByjuZNLOWIOtduNw.jpg,1986
1260,M,Fritz Lang,"[('Hans Beckert', 'Peter Lorre'), ('Frau Beckmann', 'Ellen Widmann'), ('Elsie Beckmann', 'Inge Landgut')]","In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.","['Crime', 'Film-Noir', 'Thriller']",/AqE126KXLcT3wwmeM3HtlKqyGze.jpg,1931
1261,Evil Dead II (Dead By Dawn),Sam Raimi,"[(""Ashley 'Ash' J. Williams"", 'Bruce Campbell'), ('Annie Knowby', 'Sarah Berry'), ('Jake', 'Dan Hicks')]",Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,"['Action', 'Adventure', 'Comedy', 'Horror']",/n49mpgUsPgBfRg2qIEj31HX0chu.jpg,1987
1262,"Great Escape, The",John Sturges,"[('Captain Hilts', 'Steve McQueen'), ('Flight Lt. Hendley', 'James Garner'), ('Roger Bartlett', 'Richard Attenborough')]","The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.","['Adventure', 'War']",/qhy4HgUqhEbwQ1ekKTv7yEB3b0e.jpg,1963
1263,"Deer Hunter, The",Michael Cimino,"[('Michael Vronsky', 'Robert De Niro'), ('Stan', 'John Cazale'), ('Steven Pushkov', 'John Savage')]","A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.","['Drama', 'War']",/slNJESItHPqp1CENEJQUPw8d7WE.jpg,1978
1264,Diva,Jean-Jacques Beineix,"[('Jules', 'Frédéric Andréi'), ('Gorodish', 'Richard Bohringer'), ('Weinstadt', 'Roland Bertin')]","Jules, a young Parisian postman, secretly records a concert performance given by the opera singer Cynthia Hawkins, whom he idolises. The following day, Jules runs into a woman who is being pursued by armed thugs. Before she is killed, the woman slips an audio cassette into his mail bag...","['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']",/3Got5xWBJWj8K4iVn8gcjDpQ5Mf.jpg,1981
1265,Groundhog Day,Harold Ramis,"[('Phil Connors', 'Bill Murray'), ('Rita', 'Andie MacDowell'), ('Larry', 'Chris Elliott')]","A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.","['Comedy', 'Romance']",/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg,1993
1266,Unforgiven,Clint Eastwood,"[('Bill Munny', 'Clint Eastwood'), ('Little Bill Daggett', 'Gene Hackman'), ('Ned Logan', 'Morgan Freeman')]","William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",['Western'],/km6qw4qUkHQRN5y2U1juM1WkBFh.jpg,1992
1267,"Manchurian Candidate, The",John Frankenheimer,"[('Capt./Maj. Bennett Marco', 'Frank Sinatra'), ('Raymond Shaw', 'Laurence Harvey'), ('Mrs. Iselin', 'Angela Lansbury')]",The Manchurian Candidate is a political thriller from American director John Frankenheimer. An American soldier is brainwashed into being a killer for the communist Russians during the Korean War.,"['Film-Noir', 'Thriller']",/4LlR1NazZLhD55podBd7VAUGyTp.jpg,1962
1268,Pump Up the Volume,Allan Moyle,"[('Mark Hunter', 'Christian Slater'), ('Nora Diniro', 'Samantha Mathis'), ('Loretta Creswood', 'Annie Ross')]","Mark is an intelligent but shy teenager who has just moved to Arizona from the East Coast. His parents give him a short-wave radio so he can talk to his pals, but instead he sets up shop as pirate deejay Hard Harry, who becomes a hero to his peers while inspiring the wrath of the local high school principal.",['Drama'],/5Re4KeKhTXRdTb52R31zNisGwqc.jpg,1990
1269,Arsenic and Old Lace,Frank Capra,"[('Mortimer Brewster', 'Cary Grant'), ('Elaine Harper', 'Priscilla Lane'), ('Jonathan Brewster', 'Raymond Massey')]","Mortimer Brewster is a newspaperman and author known for his diatribes against marriage. We watch him being married at city hall in the opening scene. Now all that is required is a quick trip home to tell Mortimer's two maiden aunts. While trying to break the news, he finds out his aunts' hobby; killing lonely old men and burying them in the cellar. It gets worse.","['Comedy', 'Mystery', 'Thriller']",/81BZ372hnaGIzgb825Ny2hoxxDO.jpg,1944
1270,Back to the Future,Robert Zemeckis,"[('Marty McFly', 'Michael J. Fox'), ('Dr. Emmett Brown', 'Christopher Lloyd'), ('Lorraine Baines', 'Lea Thompson')]","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","['Comedy', 'Sci-Fi']",/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,1985
1271,Fried Green Tomatoes,Jon Avnet,"[('Evelyn Couch', 'Kathy Bates'), ('Ruth Jamison', 'Mary-Louise Parker'), ('Ninny Threadgoode', 'Jessica Tandy')]","Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.",['Drama'],/3hSjDfJcaicSLyivGzm1xMaoQ6Y.jpg,1991
1272,Patton,Franklin J. Schaffner,"[('Gen. George S. Patton Jr.', 'George C. Scott'), ('Gen. Omar N. Bradley', 'Karl Malden'), ('Capt. Chester B. Hansen', 'Stephen Young')]","""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.","['Drama', 'War']",/6pyN7udgYaGr6uNIP2MuLUcqmPh.jpg,1970
1273,Down by Law,Jim Jarmusch,"[('Zack', 'Tom Waits'), ('Jack', 'John Lurie'), ('Roberto', 'Roberto Benigni')]",The story of three men from completely different tracks who all meet in a Louisiana prison cell and eventually begin an awkward journey together.,"['Comedy', 'Drama']",/yqNZ9wPBCHt22tc3l4Nvw627DDO.jpg,1986
1274,Akira,Katsuhiro Ōtomo,"[('Shôtarô Kaneda (voice)', 'Mitsuo Iwata'), ('Tetsuo Shima (voice)', 'Nozomu Sasaki'), ('Kei (voice)', 'Mami Koyama')]","Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.","['Adventure', 'Animation', 'Sci-Fi', 'Thriller']",/8Pt7hlu7fkc5IIR0VZ2kNGY8sT4.jpg,1988
1275,Highlander,Russell Mulcahy,"[(""Connor 'The Highlander' MacLeod"", 'Christopher Lambert'), ('Brenda J. Wyatt', 'Roxanne Hart'), (""Victor 'The Kurgan' Kruger"", 'Clancy Brown')]",He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,"['Action', 'Adventure']",/6l4t1vWAFMuAiOpDT0mDWlrr5Mp.jpg,1986
1276,Cool Hand Luke,Stuart Rosenberg,"[('Luke Jackson', 'Paul Newman'), ('Dragline', 'George Kennedy'), ('Boss Paul', 'Luke Askew')]","When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.","['Comedy', 'Drama']",/vDwphkloD7ToaDpKASAXGgHOclN.jpg,1967
1277,Cyrano de Bergerac,Jean-Paul Rappeneau,"[('Cyrano de Bergerac', 'Gérard Depardieu'), ('Roxane', 'Anne Brochet'), ('Christian de Neuvillette', 'Vincent Pérez')]","Embarrassed by his large nose, a romantic poet/soldier romances his cousin by proxy.","['Action', 'Drama', 'Romance']",/huxQL2d1yxjh2QEkug5qt52F1bj.jpg,1990
1278,Young Frankenstein,Mel Brooks,"[('Dr. Frederick Frankenstein', 'Gene Wilder'), ('The Monster', 'Peter Boyle'), ('Igor', 'Marty Feldman')]","A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.","['Comedy', 'Horror']",/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,1974
1279,Night on Earth,Jim Jarmusch,"[('Corky', 'Winona Ryder'), ('Victoria Snelling', 'Gena Rowlands'), ('Rock Manager', 'Lisanne Falk')]",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,"['Comedy', 'Drama']",/aREHjLD3kwQFcL1ncNOx8ggDGxA.jpg,1991
1280,Raise the Red Lantern,Zhang Yimou,"[('Song Lian', 'Gong Li'), ('Chen Zuo Qian', 'Ma Jing-Wu'), ('Mei Shan', 'He Saifei')]","China in the 1920s. After her father's death, 19 year old Songlian is forced to marry the much older lord of a powerful family. With three wives already, each living in a separate house within the great castle, there is fierce competition for his attention and the privileges that are gained. This competition gets out of hand...",['Drama'],/34FoAUoBCV3XdPngd0wF8rgszpP.jpg,1991
1281,"Great Dictator, The",Charlie Chaplin,"[('Hynkel - Dictator of Tomania / A Jewish Barber', 'Charlie Chaplin'), ('Benzini Napaloni', 'Jack Oakie'), ('Commander Schultz', 'Reginald Gardiner')]",Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,['Comedy'],/hK2KsU0lNiYRqIrYJcC3x63dPnH.jpg,1940
1282,Fantasia,Samuel Armstrong,"[('Narrator - Narrative Introductions', 'Deems Taylor'), (""Mickey Mouse (segment 'The Sorcerer's Apprentice') (voice)"", 'Walt Disney'), (""Soloist (segment 'Ave Maria') (singing voice)"", 'Julietta Novis')]","Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.","['Animation', ""Children's"", 'Musical']",/dYZ1r3MJnXVGBBSYKgpd8UWGyFw.jpg,1940
1283,High Noon,Fred Zinnemann,"[('Marshal Will Kane', 'Gary Cooper'), ('Amy Fowler Kane', 'Grace Kelly'), ('Mayor Jonas Henderson', 'Thomas Mitchell')]",High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.,['Western'],/teFvLNdppclC01dZodBTyaP3lGK.jpg,1952
1284,"Big Sleep, The",Howard Hawks,"[('Philip Marlowe', 'Humphrey Bogart'), ('Vivian Sternwood Rutledge', 'Lauren Bacall'), ('Eddie Mars', 'John Ridgely')]","Private Detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.","['Film-Noir', 'Mystery']",/ttUJSTKBdu1dR8d24FaoS4S1GFJ.jpg,1946
1285,Heathers,Michael Lehmann,"[('Veronica Sawyer', 'Winona Ryder'), ('J.D.', 'Christian Slater'), ('Heather Duke', 'Shannen Doherty')]","A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",['Comedy'],/38DHopfWHrWqYjphcBeAxOomled.jpg,1989
1286,Somewhere in Time,Jeannot Szwarc,"[('Richard Collier', 'Christopher Reeve'), ('Elise McKenna', 'Jane Seymour'), ('William Fawcett Robinson', 'Christopher Plummer')]","Young writer, Richard Collier is met on the opening night of his first play by an old lady who begs him to, ""Come back to me."" Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, he manages – by self-hypnosis – to travel back in time where he meets her. They fall in love, a matching that is not appreciated by her manager. Can their love outlast the immense problems caused by their 'time"" difference, and can Richard remain in a time that is not his?","['Drama', 'Romance']",/2ZCInnOBrGJzEPIYJkYWylvKdPz.jpg,1980
1287,Ben-Hur,William Wyler,"[('Judah Ben-Hur', 'Charlton Heston'), ('Quintus Arrius', 'Jack Hawkins'), ('Esther', 'Haya Harareet')]","Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences:  the great chariot race and a Roman naval battle, along with lavish production values and strong performances.  The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense.  The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken.","['Action', 'Adventure', 'Drama']",/syPMBvvZsADTTRu3UKuxO1Wflq.jpg,1959
1288,This Is Spinal Tap,Rob Reiner,"[('Nigel Tufnel', 'Christopher Guest'), ('David St. Hubbins', 'Michael McKean'), ('Derek Smalls', 'Harry Shearer')]","""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.","['Comedy', 'Drama', 'Musical']",/2VDPeoPJ2bKdmfuJxxCktx1hr5g.jpg,1984
1289,Koyaanisqatsi,Godfrey Reggio,"[('Himself (uncredited)', 'Lou Dobbs'), ('Himself (archive footage) (uncredited)', 'Ted Koppel')]",Takes us to locations all around the US and shows us the heavy toll that modern technology is having on humans and the earth. The visual tone poem contains neither dialogue nor a vocalized narration: its tone is set by the juxtaposition of images and the exceptional music by Philip Glass.,"['Documentary', 'War']",/hxL6Obbbbh9KPvGpXX7F1Oc9Fft.jpg,1983
1290,Some Kind of Wonderful,Howard Deutch,"[('Keith Nelson', 'Eric Stoltz'), ('Watts', 'Mary Stuart Masterson'), ('Amanda Jones', 'Lea Thompson')]","A young tomboy, Watts, finds her feelings for her best friend, Keith, run deeper than just friendship when he gets a date with the most popular girl in school.","['Drama', 'Romance']",/t5trXgQn0B6Un8JeGGWhwek95f6.jpg,1987
1291,Indiana Jones and the Last Crusade,Steven Spielberg,"[('Indiana Jones', 'Harrison Ford'), ('Professor Henry Jones', 'Sean Connery'), ('Dr. Marcus Brody', 'Denholm Elliott')]","When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.","['Action', 'Adventure']",/4p1N2Qrt8j0H8xMHMHvtRxv9weZ.jpg,1989
1292,Being There,Hal Ashby,"[('Chance', 'Peter Sellers'), ('Eve Rand', 'Shirley MacLaine'), ('Benjamin Rand', 'Melvyn Douglas')]","A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",['Comedy'],/bgTFBMBuh4jA45l0DYyHC2GTq8X.jpg,1979
1293,Gandhi,Richard Attenborough,"[('Mahatma Gandhi', 'Ben Kingsley'), ('Margaret Bourke-White', 'Candice Bergen'), ('General Dyer', 'Edward Fox')]","In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",['Drama'],/2z9A4FSu1YySrhhcuqkdMIXpgyN.jpg,1982
1294,M*A*S*H,,[],Released,"['Comedy', 'War']",Midnight Man,1970
1294,M*A*S*H,,[],Released,"['Comedy', 'War']",Mardock Scramble: The Third Exhaust,1970
1294,M*A*S*H,,[],Released,"['Comedy', 'War']",Avalanche Sharks,1970
1295,"Unbearable Lightness of Being, The",Philip Kaufman,"[('Tomas', 'Daniel Day-Lewis'), ('Tereza', 'Juliette Binoche'), ('Sabina', 'Lena Olin')]","Successful surgeon Tomas leaves Prague for an operation, meets a young photographer named Tereza, and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina, but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her.",['Drama'],/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg,1988
1296,"Room with a View, A",James Ivory,"[('Charlotte Bartlett', 'Maggie Smith'), ('Lucy Honeychurch', 'Helena Bonham Carter'), ('Mr. Emerson', 'Denholm Elliott')]","When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?","['Drama', 'Romance']",/fS4mDKBIHeTmWXPGgz64d2dMyJG.jpg,1986
1297,Real Genius,Martha Coolidge,"[('Chris Knight', 'Val Kilmer'), ('Mitch Taylor', 'Gabriel Jarret'), ('Jordan Cochran', 'Michelle Meyrink')]","Chris is the top brain who just wants to party, Mitch is the 15-year-old college wiz kid. Supposedly hard at work on a lab project with a mysterious deadline, they still find time to use their genius to discover new ways to have fun.",['Comedy'],/1HxrHluqDwou74TrE3bRqoiQN9N.jpg,1985
1298,Pink Floyd - The Wall,Alan Parker,"[(""Pink's Mother"", 'Christine Hargreaves'), (""Pink's Father"", 'James Laurenson'), (""Pink's Wife"", 'Eleanor David')]",A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,"['Drama', 'Musical', 'War']",/jshxdvf8A7oQqBAH3GFwXRwDyCX.jpg,1982
1299,"Killing Fields, The",Roland Joffé,"[('Sydney Schanberg', 'Sam Waterston'), ('Dith Pran', 'Haing S. Ngor'), ('Major Reeves, Military Attache', 'Craig T. Nelson')]","The Killing Fields tells the real life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which lead to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979.","['Drama', 'War']",/pzSdpgnjJi79UboweTlFDQmRq7M.jpg,1984
1300,My Life as a Dog (Mitt liv som hund),Lasse Hallström,"[('Ingemar', 'Anton Glanzelius'), ('Gunnar', 'Tomas von Brömssen'), ('Ingemars Mutter', 'Anki Lidén')]","A boy and his brother don't get along well. In order to let their ill mother rest, they are separated and sent to different relatives.",['Drama'],/y61Bcb1NeLvq7D1gAyqS1mtoYbd.jpg,1985
1301,Forbidden Planet,Fred M. Wilcox,"[('Dr. Edward Morbius', 'Walter Pidgeon'), ('Altaira Morbius', 'Anne Francis'), ('Commander John J. Adams', 'Leslie Nielsen')]",Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.,['Sci-Fi'],/qdH1Fm5vl1DAjXNHPmRZ4yEiUgM.jpg,1956
1302,Field of Dreams,Phil Alden Robinson,"[('Ray Kinsella', 'Kevin Costner'), ('Annie Kinsella', 'Amy Madigan'), ('Karin Kinsella', 'Gaby Hoffmann')]","Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",['Drama'],/ps5B8ZNSFvqLczD5e4Yh3whV66B.jpg,1989
1303,"Man Who Would Be King, The",John Huston,"[('Daniel Dravot', 'Sean Connery'), ('Peachy Carnehan', 'Michael Caine'), ('Rudyard Kipling', 'Christopher Plummer')]","A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",['Adventure'],/yS2WvQ2oRAJqzpnFiC9dEOtQ7E3.jpg,1975
1304,Butch Cassidy and the Sundance Kid,George Roy Hill,"[('Butch Cassidy', 'Paul Newman'), ('Sundance Kid', 'Robert Redford'), ('Etta Place', 'Katharine Ross')]","In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.","['Action', 'Comedy', 'Western']",/jQH0mTzQ1gQ56H8a0z52WreiEok.jpg,1969
1305,"Paris, Texas",Wim Wenders,"[('Travis Henderson', 'Harry Dean Stanton'), ('Jane Henderson', 'Nastassja Kinski'), ('Walt Henderson', 'Dean Stockwell')]","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",['Drama'],/vbtDskCLmlDKtzpqdiJYszBhKY2.jpg,1984
1306,Until the End of the World (Bis ans Ende der Welt),Wim Wenders,"[('Sam Farber, alias Trevor McPhee', 'William Hurt'), ('Claire Tourneur', 'Solveig Dommartin'), ('Chico Remy', 'Chick Ortega')]","Until The End of the World is an odyssey for the modern age. As with Homer's Odyssey, the purpose of the journey is to restore sight -- a spiritual reconciliation between an obsessed father and a deserted son. Dr. Farber, in trying to find a cure for his wife's blindness, has created a device that allows the user to send images directly to the brain, enabling the blind to see.","['Drama', 'Sci-Fi']",/flNXkrzUjWRdMXC64kMeC0Fxsl9.jpg,1991
1307,When Harry Met Sally...,Rob Reiner,"[('Sally Albright', 'Meg Ryan'), ('Harry Burns', 'Billy Crystal'), ('Marie', 'Carrie Fisher')]","During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer.","['Comedy', 'Romance']",/anYI1fzx90PgjO9PY3JStJZJmQT.jpg,1989
